XAUUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
11/03/2025 10:10,3996.61,3999.52,3995.86,3997.61,100,0.03,
11/03/2025 10:05,3997,3998.09,3994.58,3996.72,-28,-0.01,
11/03/2025 10:00,4000.67,4004.72,3996.87,3996.9,-377,-0.09,
11/03/2025 09:55,4002.8,4003.67,4000.36,4000.54,-226,-0.06,
11/03/2025 09:50,4000.61,4005.03,4000.13,4002.78,217,0.05,
11/03/2025 09:45,3997.04,4001.04,3993.02,4000.66,362,0.09,
11/03/2025 09:40,4003.45,4003.67,3996.21,3997.11,-634,-0.16,
11/03/2025 09:35,4003.26,4005.5,4002.76,4003.62,36,0.01,
11/03/2025 09:30,4007.15,4007.97,4001,4003.09,-406,-0.10,
11/03/2025 09:25,4014.8,4014.8,4005.36,4006.92,-788,-0.20,
11/03/2025 09:20,4017.48,4019.52,4014.5,4014.8,-268,-0.07,
11/03/2025 09:15,4021.82,4022.24,4015.74,4017.35,-447,-0.11,
11/03/2025 09:10,4025.28,4025.58,4021.53,4021.77,-351,-0.09,
11/03/2025 09:05,4019.56,4025.94,4019.11,4025.33,577,0.14,
11/03/2025 09:00,4019.71,4020.4,4016.59,4019.72,1,0.00,
11/03/2025 08:55,4015.83,4020.57,4015.42,4019.63,380,0.09,
11/03/2025 08:50,4016.94,4018.35,4014.62,4015.51,-143,-0.04,
11/03/2025 08:45,4016.77,4017.25,4013.21,4017.25,48,0.01,
11/03/2025 08:40,4014.58,4017.59,4012.72,4016.84,226,0.06,
11/03/2025 08:35,4013.51,4016.67,4013.51,4014.61,110,0.03,
11/03/2025 08:30,4014.47,4016.4,4011.98,4013.5,-97,-0.02,
11/03/2025 08:25,4016.06,4016.72,4011.18,4014.48,-158,-0.04,
11/03/2025 08:20,4019.78,4020.33,4015.72,4015.93,-385,-0.10,
11/03/2025 08:15,4021.67,4023.54,4018.92,4019.86,-181,-0.05,
11/03/2025 08:10,4025.74,4027.11,4020.93,4021.76,-398,-0.10,
11/03/2025 08:05,4026.85,4028,4024.05,4025.78,-107,-0.03,
11/03/2025 08:00,4025.35,4027.2,4025.17,4027,165,0.04,
11/03/2025 07:55,4023.53,4025.74,4021.99,4025.39,186,0.05,
11/03/2025 07:50,4022.37,4026,4022.37,4023.6,123,0.03,
11/03/2025 07:45,4022.05,4022.94,4020.53,4022.47,42,0.01,
11/03/2025 07:40,4020.83,4022.93,4020.67,4022.03,120,0.03,
11/03/2025 07:35,4017.54,4022.81,4017.51,4020.83,329,0.08,
11/03/2025 07:30,4018.93,4020.08,4015.94,4017.48,-145,-0.04,
11/03/2025 07:25,4015.64,4020.48,4015.64,4018.93,329,0.08,
11/03/2025 07:20,4015.32,4018.09,4014.84,4015.72,40,0.01,
11/03/2025 07:15,4015.31,4016.61,4013.54,4015.43,12,0.00,
11/03/2025 07:10,4020.1,4020.42,4014.97,4015.28,-482,-0.12,
11/03/2025 07:05,4022.16,4022.24,4017.57,4020.17,-199,-0.05,
11/03/2025 07:00,4017.43,4023.51,4016.23,4022.15,472,0.12,
11/03/2025 06:55,4017.24,4018.53,4014.42,4017.76,52,0.01,
11/03/2025 06:50,4016.94,4018.51,4015.54,4017.24,30,0.01,
11/03/2025 06:45,4015.38,4017.05,4013.81,4016.94,156,0.04,
11/03/2025 06:40,4016.22,4018,4015.35,4015.35,-87,-0.02,
11/03/2025 06:35,4014.73,4016.99,4014.06,4016.42,169,0.04,
11/03/2025 06:30,4016.46,4016.58,4013.15,4015.17,-129,-0.03,
11/03/2025 06:25,4017.64,4018.47,4013.66,4016.42,-122,-0.03,
11/03/2025 06:20,4017.23,4018.63,4013.74,4017.91,68,0.02,
11/03/2025 06:15,4014.57,4018.25,4013.12,4017.19,262,0.07,
11/03/2025 06:10,4015.12,4016.33,4014.13,4014.73,-39,-0.01,
11/03/2025 06:05,4013.99,4015.74,4010.1,4015.25,126,0.03,
11/03/2025 06:00,4014.06,4016.75,4012.72,4014.03,-3,0.00,
11/03/2025 05:55,4016.13,4016.37,4011.38,4014.01,-212,-0.05,
11/03/2025 05:50,4015.08,4017.09,4014.24,4016.12,104,0.03,
11/03/2025 05:45,4014.88,4015.25,4013.08,4015.25,37,0.01,
11/03/2025 05:40,4014.33,4016.66,4014.33,4014.83,50,0.01,
11/03/2025 05:35,4014.46,4015.42,4012.17,4014.32,-14,0.00,
11/03/2025 05:30,4012.11,4018.49,4012.11,4014.53,242,0.06,
11/03/2025 05:25,4007.82,4012.6,4007.74,4012.23,441,0.11,
11/03/2025 05:20,4006.93,4007.68,4005.2,4007.61,68,0.02,
11/03/2025 05:15,4007.23,4008.31,4004.93,4006.92,-31,-0.01,
11/03/2025 05:10,4008.02,4010.02,4005.96,4007.16,-86,-0.02,
11/03/2025 05:05,3999.76,4007.96,3997.97,4007.89,813,0.20,
11/03/2025 05:00,4003.79,4004.41,3998.07,3999.77,-402,-0.10,
11/03/2025 04:55,4005.52,4005.84,4002.95,4003.89,-163,-0.04,
11/03/2025 04:50,4005.32,4006.55,4003.2,4005.52,20,0.00,
11/03/2025 04:45,4006.9,4007.54,4004.59,4005.22,-168,-0.04,
11/03/2025 04:40,4005.37,4007.85,4005.14,4007.04,167,0.04,
11/03/2025 04:35,4005.21,4006.29,4003.53,4005.83,62,0.02,
11/03/2025 04:30,4005.55,4005.98,4002.52,4005.2,-35,-0.01,
11/03/2025 04:25,4003.97,4005.8,4001.86,4005.46,149,0.04,
11/03/2025 04:20,4005.19,4007.34,4003.27,4003.95,-124,-0.03,
11/03/2025 04:15,4009.58,4009.92,4005.05,4005.08,-450,-0.11,
11/03/2025 04:10,4013.16,4014.01,4009.32,4009.58,-358,-0.09,
11/03/2025 04:05,4007.86,4014.08,4006.75,4013.24,538,0.13,
11/03/2025 04:00,4011.2,4013.4,4007.55,4007.68,-352,-0.09,
11/03/2025 03:55,4013.53,4015.4,4011.12,4011.12,-241,-0.06,
11/03/2025 03:50,4012.85,4013.95,4011.32,4013.43,58,0.01,
11/03/2025 03:45,4010.87,4013.18,4010.84,4013.05,218,0.05,
11/03/2025 03:40,4011.79,4013.19,4010.71,4010.81,-98,-0.02,
11/03/2025 03:35,4010.15,4012.91,4008.56,4012.02,187,0.05,
11/03/2025 03:30,4006.04,4010.16,4005.4,4010.16,412,0.10,
11/03/2025 03:25,4008.51,4009.68,4005.93,4006.09,-242,-0.06,
11/03/2025 03:20,4008.47,4010.14,4006.95,4008.52,5,0.00,
11/03/2025 03:15,4007.62,4010.33,4007.53,4008.37,75,0.02,
11/03/2025 03:10,4005.76,4010.09,4005.49,4007.46,170,0.04,
11/03/2025 03:05,4007.58,4008.63,4003.3,4005.77,-181,-0.05,
11/03/2025 03:00,4003.98,4011.31,4002.16,4007.78,380,0.09,
11/03/2025 02:55,4000.63,4006.16,3998.86,4003.87,324,0.08,
11/03/2025 02:50,3999.54,4001.16,3997.94,4000.38,84,0.02,
11/03/2025 02:45,4001.65,4003.77,3998.84,3999.71,-194,-0.05,
11/03/2025 02:40,4000.85,4006.18,4000.56,4001.71,86,0.02,
11/03/2025 02:35,3998.56,4000.77,3997.14,4000.77,221,0.06,
11/03/2025 02:30,3995.52,4001.07,3995.09,3998.23,271,0.07,
11/03/2025 02:25,3998.64,3999.25,3995.73,3995.73,-291,-0.07,
11/03/2025 02:20,3999.62,4006.43,3998.32,3998.78,-84,-0.02,
11/03/2025 02:15,3994.85,3999.51,3994.85,3999.51,466,0.12,
11/03/2025 02:10,3991.74,3996.02,3990.75,3994.84,310,0.08,
11/03/2025 02:05,3992.76,3993.8,3990.23,3991.63,-113,-0.03,
11/03/2025 02:00,3995.74,3998.59,3992.72,3993.04,-270,-0.07,
11/03/2025 01:55,3996.05,4000.27,3995.92,3996.07,2,0.00,
11/03/2025 01:50,3992.83,3996.73,3992.56,3996.06,323,0.08,
11/03/2025 01:45,3991.92,3995.71,3990.21,3992.86,94,0.02,
11/03/2025 01:40,3996.02,3996.08,3990.31,3992.1,-392,-0.10,
11/03/2025 01:35,3999.69,4000.75,3994.87,3995.77,-392,-0.10,
11/03/2025 01:30,3998.89,4001.84,3997.74,3999.73,84,0.02,
11/03/2025 01:25,3991.9,3999.18,3989.98,3997.96,606,0.15,
11/03/2025 01:20,3993.26,3993.26,3987.55,3991.96,-130,-0.03,
11/03/2025 01:15,3986.39,3993.51,3986.37,3993.23,684,0.17,
11/03/2025 01:10,3984.75,3988.83,3982.67,3986.33,158,0.04,
11/03/2025 01:05,3969.94,3986.01,3969.07,3984.28,1434,0.36,
11/03/2025 01:00,3970.72,3973.83,3965.76,3970.04,-68,-0.02,
11/03/2025 00:55,3968.37,3972.79,3968.14,3969.16,79,0.02,
11/03/2025 00:50,3974.25,3975.85,3967.79,3968.54,-571,-0.14,
11/03/2025 00:45,3972.46,3976.63,3971.47,3974.18,172,0.04,
11/03/2025 00:40,3973.6,3977.61,3971.67,3972.64,-96,-0.02,
11/03/2025 00:35,3966.72,3974.01,3966.28,3973.72,700,0.18,
11/03/2025 00:30,3970.54,3970.69,3963.38,3966.66,-388,-0.10,
11/03/2025 00:25,3971.18,3972.7,3969.79,3970.58,-60,-0.02,
11/03/2025 00:20,3963.43,3972.9,3962.61,3971.19,776,0.20,
11/03/2025 00:15,3968.46,3969.86,3962.72,3963.64,-482,-0.12,
11/03/2025 00:10,3978.1,3979.82,3967.35,3968.23,-987,-0.25,
11/03/2025 00:05,3980.06,3980.34,3978,3978.12,-194,-0.05,
11/03/2025 00:00,3979.59,3987.79,3978.26,3979.15,-44,-0.01,
11/02/2025 23:55,3980.87,3983.15,3978.32,3979.94,-93,-0.02,
11/02/2025 23:50,3981.24,3985.04,3978.18,3980.89,-35,-0.01,
11/02/2025 23:45,3979.31,3981.47,3977.63,3981.46,215,0.05,
11/02/2025 23:40,3987.27,3987.66,3978.09,3979.18,-809,-0.20,
11/02/2025 23:35,3991.38,3992.67,3983.79,3987.41,-397,-0.10,
11/02/2025 23:30,3994.35,3995.91,3990.72,3991.49,-286,-0.07,
11/02/2025 23:25,3993.6,3995.92,3993.6,3994.98,138,0.03,
11/02/2025 23:20,3994.03,3994.56,3988.08,3993.61,-42,-0.01,
11/02/2025 23:15,3996.21,3998.92,3992.42,3993.91,-230,-0.06,
11/02/2025 23:10,3992.33,3996.56,3991.84,3996.56,423,0.11,
11/02/2025 23:05,3995.86,3996.85,3990.63,3992.94,-292,-0.07,
11/02/2025 23:00,3983.73,3998.01,3983.73,3995.28,1155,0.29,
10/31/2025 20:55,4003.03,4003.23,4000.8,4001.93,-110,-0.03,
10/31/2025 20:50,4003.11,4004.88,4002.15,4003.18,7,0.00,
10/31/2025 20:45,4003.67,4004.32,4002.08,4002.4,-127,-0.03,
10/31/2025 20:40,4006,4006.67,4003.15,4003.56,-244,-0.06,
10/31/2025 20:35,4003.11,4006.39,4003.1,4006.05,294,0.07,
10/31/2025 20:30,4002.08,4005.36,4001.85,4002.94,86,0.02,
10/31/2025 20:25,3999.51,4002.27,3998.52,4002.08,257,0.06,
10/31/2025 20:20,3997.62,3999.35,3997.28,3999.11,149,0.04,
10/31/2025 20:15,3998.57,3999.38,3997,3998.07,-50,-0.01,
10/31/2025 20:10,3998.12,3999.23,3996.07,3998.44,32,0.01,
10/31/2025 20:05,3998.8,3998.95,3997.6,3998.07,-73,-0.02,
10/31/2025 20:00,4001.07,4001.35,3997.28,3998.61,-246,-0.06,
10/31/2025 19:55,3996.49,4002.03,3996.49,4001.24,475,0.12,
10/31/2025 19:50,3998.44,3999.86,3996.14,3996.78,-166,-0.04,
10/31/2025 19:45,3999.3,4001.03,3997.63,3998.25,-105,-0.03,
10/31/2025 19:40,3996.3,3999.36,3996.3,3999.26,296,0.07,
10/31/2025 19:35,3998.17,3998.45,3994.85,3996.24,-193,-0.05,
10/31/2025 19:30,4001.57,4001.57,3997.43,3998.2,-337,-0.08,
10/31/2025 19:25,3994.42,4002.18,3993.63,4001.62,720,0.18,
10/31/2025 19:20,3992.18,3995.09,3991.36,3994.36,218,0.05,
10/31/2025 19:15,4000.36,4000.83,3991.7,3991.74,-862,-0.22,
10/31/2025 19:10,4003.89,4004.9,4000.09,4000.09,-380,-0.09,
10/31/2025 19:05,4002.09,4005.59,4001.55,4003.93,184,0.05,
10/31/2025 19:00,3999.96,4004.15,3999,4002.16,220,0.05,
10/31/2025 18:55,4000.18,4001.82,3999.5,3999.9,-28,-0.01,
10/31/2025 18:50,4003.23,4003.88,3999.72,4000.1,-313,-0.08,
10/31/2025 18:45,4003.89,4006.18,4002.7,4003.24,-65,-0.02,
10/31/2025 18:40,4004.92,4005.32,4002.7,4003.89,-103,-0.03,
10/31/2025 18:35,4006.49,4006.92,4004.34,4004.9,-159,-0.04,
10/31/2025 18:30,4008.54,4009.08,4004.35,4005.86,-268,-0.07,
10/31/2025 18:25,4009.09,4009.85,4007.95,4008.75,-34,-0.01,
10/31/2025 18:20,4008.96,4009.89,4007.09,4008.98,2,0.00,
10/31/2025 18:15,4006.5,4009.67,4005.06,4009.08,258,0.06,
10/31/2025 18:10,3999.34,4007.27,3998.75,4006.89,755,0.19,
10/31/2025 18:05,3997.3,4000.99,3997.3,3999.4,210,0.05,
10/31/2025 18:00,3997.71,3999.29,3995.43,3997.24,-47,-0.01,
10/31/2025 17:55,3998.58,3999.93,3997.17,3997.74,-84,-0.02,
10/31/2025 17:50,4001.12,4001.6,3998.05,3998.54,-258,-0.06,
10/31/2025 17:45,3998.6,4003.67,3996.37,4001.56,296,0.07,
10/31/2025 17:40,3989.09,3999.46,3988.02,3998.18,909,0.23,
10/31/2025 17:35,3986.18,3989.69,3984.52,3989.22,304,0.08,
10/31/2025 17:30,3984.7,3988.5,3980.28,3986.24,154,0.04,
10/31/2025 17:25,3986.05,3987.95,3984,3984.88,-117,-0.03,
10/31/2025 17:20,3983.31,3986.93,3982.86,3986.14,283,0.07,
10/31/2025 17:15,3983.17,3986.36,3981.41,3983.3,13,0.00,
10/31/2025 17:10,3986.31,3986.83,3981.72,3983.14,-317,-0.08,
10/31/2025 17:05,3988.14,3989.68,3984.76,3986.27,-187,-0.05,
10/31/2025 17:00,3980.84,3989.82,3980.84,3988.06,722,0.18,
10/31/2025 16:55,3980.55,3983.15,3979.14,3980.63,8,0.00,
10/31/2025 16:50,3986.36,3986.85,3980.45,3980.45,-591,-0.15,
10/31/2025 16:45,3984.38,3986.46,3983.49,3986.21,183,0.05,
10/31/2025 16:40,3987.86,3989.1,3982.05,3984.35,-351,-0.09,
10/31/2025 16:35,3986.55,3989.25,3983.99,3987.86,131,0.03,
10/31/2025 16:30,3986.05,3990.27,3985.45,3986.81,76,0.02,
10/31/2025 16:25,3985.76,3989.42,3981.44,3986.11,35,0.01,
10/31/2025 16:20,3978.26,3986.57,3977.49,3986.04,778,0.20,
10/31/2025 16:15,3978.68,3982,3972.44,3979.33,65,0.02,
10/31/2025 16:10,3998.51,3999.01,3992.37,3992.38,-613,-0.15,
10/31/2025 16:05,4005.59,4007.19,4002.15,4005.47,-12,0.00,
10/31/2025 16:00,4012.74,4014.97,4011.13,4013.84,110,0.03,
10/31/2025 15:55,4020.96,4021.43,4011.66,4012.92,-804,-0.20,
10/31/2025 15:50,4016.72,4022,4015.74,4021.07,435,0.11,
10/31/2025 15:45,4020.72,4020.96,4013.4,4016.7,-402,-0.10,
10/31/2025 15:40,4019.83,4022.44,4017.27,4020.82,99,0.02,
10/31/2025 15:35,4021.47,4023.04,4019.09,4019.91,-156,-0.04,
10/31/2025 15:30,4018.09,4021.63,4016,4021.42,333,0.08,
10/31/2025 15:25,4018.13,4018.98,4015.18,4017.92,-21,-0.01,
10/31/2025 15:20,4016.03,4018.4,4015.07,4018.3,227,0.06,
10/31/2025 15:15,4017.27,4019.5,4014.73,4016.11,-116,-0.03,
10/31/2025 15:10,4012.75,4017.49,4010.13,4017.49,474,0.12,
10/31/2025 15:05,4014.21,4015.32,4009.81,4012.68,-153,-0.04,
10/31/2025 15:00,4020.52,4020.77,4010.39,4014,-652,-0.16,
10/31/2025 14:55,4019.68,4022.51,4017.83,4020.84,116,0.03,
10/31/2025 14:50,4014.47,4019.45,4010.85,4019.45,498,0.12,
10/31/2025 14:45,4017.24,4017.24,4012.08,4014.17,-307,-0.08,
10/31/2025 14:40,4016.07,4018.06,4014.29,4016.86,79,0.02,
10/31/2025 14:35,4020.23,4021.25,4014.13,4015.82,-441,-0.11,
10/31/2025 14:30,4015.31,4021.65,4012.83,4020.55,524,0.13,
10/31/2025 14:25,4024.01,4024.16,4014.93,4015.32,-869,-0.22,
10/31/2025 14:20,4025.22,4025.84,4019.02,4024.46,-76,-0.02,
10/31/2025 14:15,4019.72,4025.26,4018.74,4025.26,554,0.14,
10/31/2025 14:10,4021.25,4025.11,4018.66,4019.34,-191,-0.05,
10/31/2025 14:05,4025.67,4027.26,4021.14,4021.14,-453,-0.11,
10/31/2025 14:00,4016.64,4027.01,4016.64,4025.6,896,0.22,
10/31/2025 13:55,4014.56,4018.14,4011.7,4016.95,239,0.06,
10/31/2025 13:50,4019.34,4020.49,4010.2,4014.66,-468,-0.12,
10/31/2025 13:45,4016.04,4022.73,4015.84,4019.5,346,0.09,
10/31/2025 13:40,4019.6,4020.26,4013.12,4015.9,-370,-0.09,
10/31/2025 13:35,4022.04,4023.9,4016.08,4019.89,-215,-0.05,
10/31/2025 13:30,4026.7,4028.45,4019.4,4021.88,-482,-0.12,
10/31/2025 13:25,4031.04,4031.32,4025.56,4026.75,-429,-0.11,
10/31/2025 13:20,4029.02,4031.4,4026.5,4031.14,212,0.05,
10/31/2025 13:15,4031.14,4031.96,4028.66,4029.35,-179,-0.04,
10/31/2025 13:10,4029.31,4035.44,4029.18,4031.18,187,0.05,
10/31/2025 13:05,4027.03,4029.55,4024.01,4029.44,241,0.06,
10/31/2025 13:00,4023.14,4027.33,4020.77,4027.02,388,0.10,
10/31/2025 12:55,4026.07,4026.07,4021.36,4023.2,-287,-0.07,
10/31/2025 12:50,4032.14,4032.65,4025.1,4025.85,-629,-0.16,
10/31/2025 12:45,4029.75,4036.21,4028.51,4032.13,238,0.06,
10/31/2025 12:40,4025.97,4032.88,4025.15,4030.14,417,0.10,
10/31/2025 12:35,4018.01,4026.89,4016.76,4026.1,809,0.20,
10/31/2025 12:30,4019.77,4020.07,4016.41,4018.04,-173,-0.04,
10/31/2025 12:25,4024.64,4024.92,4019.65,4019.72,-492,-0.12,
10/31/2025 12:20,4012.9,4024.84,4012.6,4024.59,1169,0.29,
10/31/2025 12:15,4012.45,4014.29,4011.87,4013.12,67,0.02,
10/31/2025 12:10,4010.61,4013.29,4010.22,4012.46,185,0.05,
10/31/2025 12:05,4010.91,4011.53,4009.89,4010.36,-55,-0.01,
10/31/2025 12:00,4010.44,4011.07,4009.17,4010.94,50,0.01,
10/31/2025 11:55,4008.87,4010.48,4007.82,4010.48,161,0.04,
10/31/2025 11:50,4007.04,4011.05,4006.6,4008.67,163,0.04,
10/31/2025 11:45,4008.69,4010.21,4006.29,4006.98,-171,-0.04,
10/31/2025 11:40,4006.9,4008.68,4005.82,4008.68,178,0.04,
10/31/2025 11:35,4003.39,4007.15,4002.13,4006.87,348,0.09,
10/31/2025 11:30,4005.62,4007.09,4003.2,4003.41,-221,-0.06,
10/31/2025 11:25,4004.45,4008.1,4004.39,4005.48,103,0.03,
10/31/2025 11:20,4004.21,4004.53,4001.74,4004.53,32,0.01,
10/31/2025 11:15,4006.17,4007.25,4002.98,4003.95,-222,-0.06,
10/31/2025 11:10,4005.43,4007.99,4004.29,4006.07,64,0.02,
10/31/2025 11:05,4008.62,4009.5,4004.09,4005.52,-310,-0.08,
10/31/2025 11:00,4007.2,4009.26,4006.78,4008.63,143,0.04,
10/31/2025 10:55,4005.67,4008.34,4003.53,4007.34,167,0.04,
10/31/2025 10:50,4006.75,4007.26,4005.23,4005.87,-88,-0.02,
10/31/2025 10:45,4010.17,4010.49,4004.79,4006.66,-351,-0.09,
10/31/2025 10:40,4010.71,4011.15,4008.83,4010.21,-50,-0.01,
10/31/2025 10:35,4011.17,4011.48,4008.43,4010.8,-37,-0.01,
10/31/2025 10:30,4012.91,4014.16,4010.45,4011.12,-179,-0.04,
10/31/2025 10:25,4011.69,4016.04,4010.35,4013.23,154,0.04,
10/31/2025 10:20,4013.74,4015.7,4011.35,4011.68,-206,-0.05,
10/31/2025 10:15,4015.93,4016.39,4011.28,4013.84,-209,-0.05,
10/31/2025 10:10,4015.79,4016.77,4014.72,4015.83,4,0.00,
10/31/2025 10:05,4012.19,4016.29,4011.28,4015.28,309,0.08,
10/31/2025 10:00,4008.74,4013.2,4008.32,4012.2,346,0.09,
10/31/2025 09:55,4003.27,4009.85,4003.2,4008.5,523,0.13,
10/31/2025 09:50,4000.85,4003.36,4000.43,4003.2,235,0.06,
10/31/2025 09:45,4003.95,4005.58,4000.3,4000.75,-320,-0.08,
10/31/2025 09:40,4003.05,4004.64,4002.56,4004.11,106,0.03,
10/31/2025 09:35,4006.61,4006.86,4002.66,4003.06,-355,-0.09,
10/31/2025 09:30,4002.69,4006.15,4000.02,4006.15,346,0.09,
10/31/2025 09:25,4002.77,4004.98,4001.79,4002.5,-27,-0.01,
10/31/2025 09:20,4003.6,4004.13,3998.62,4002.59,-101,-0.03,
10/31/2025 09:15,4006.06,4008.16,4003.39,4003.39,-267,-0.07,
10/31/2025 09:10,4010.05,4010.2,4006.4,4006.4,-365,-0.09,
10/31/2025 09:05,4012.25,4012.87,4008.54,4010.34,-191,-0.05,
10/31/2025 09:00,4010.28,4013.88,4008.33,4012.19,191,0.05,
10/31/2025 08:55,4007.9,4011.32,4006.96,4010.41,251,0.06,
10/31/2025 08:50,4020.15,4020.15,4007.09,4007.61,-1254,-0.31,
10/31/2025 08:45,4019.9,4021.05,4017.41,4020.09,19,0.00,
10/31/2025 08:40,4021.9,4025.94,4019.44,4019.72,-218,-0.05,
10/31/2025 08:35,4019.36,4022.13,4018.6,4021.67,231,0.06,
10/31/2025 08:30,4021.57,4023.1,4019.1,4019.34,-223,-0.06,
10/31/2025 08:25,4021.31,4022.93,4018.44,4020.96,-35,-0.01,
10/31/2025 08:20,4021.89,4024.17,4020.01,4021.31,-58,-0.01,
10/31/2025 08:15,4023.12,4023.14,4020.66,4021.99,-113,-0.03,
10/31/2025 08:10,4025.9,4026.5,4023.22,4023.42,-248,-0.06,
10/31/2025 08:05,4022.78,4026.67,4022.7,4025.88,310,0.08,
10/31/2025 08:00,4021.12,4024.47,4019,4022.91,179,0.04,
10/31/2025 07:55,4017.65,4023.79,4017.65,4021.27,362,0.09,
10/31/2025 07:50,4018.12,4018.57,4015.25,4017.51,-61,-0.02,
10/31/2025 07:45,4012.68,4019.8,4012.63,4018.13,545,0.14,
10/31/2025 07:40,4018.28,4019.44,4012.01,4012.42,-586,-0.15,
10/31/2025 07:35,4020.99,4021.18,4018.02,4018.38,-261,-0.06,
10/31/2025 07:30,4023.22,4025.27,4020.86,4020.99,-223,-0.06,
10/31/2025 07:25,4020.41,4023.43,4018.81,4023.26,285,0.07,
10/31/2025 07:20,4017.79,4023.12,4017.79,4020.53,274,0.07,
10/31/2025 07:15,4015.65,4019.95,4014.6,4017.79,214,0.05,
10/31/2025 07:10,4009.03,4015.88,4007.62,4015.88,685,0.17,
10/31/2025 07:05,4015.49,4016.78,4008.99,4009.07,-642,-0.16,
10/31/2025 07:00,4013.25,4016.64,4007.92,4015.86,261,0.06,
10/31/2025 06:55,4008.47,4014.46,4007.32,4013.18,471,0.12,
10/31/2025 06:50,4007.18,4009.43,4005.05,4008.45,127,0.03,
10/31/2025 06:45,4010.21,4010.57,4006.85,4007.44,-277,-0.07,
10/31/2025 06:40,4009.44,4011.46,4007.65,4010.16,72,0.02,
10/31/2025 06:35,4009.57,4011.93,4007.12,4009.44,-13,0.00,
10/31/2025 06:30,4009.08,4011.93,4008.1,4009.48,40,0.01,
10/31/2025 06:25,4011.28,4012.88,4008.48,4009.08,-220,-0.05,
10/31/2025 06:20,4011.91,4012.43,4006.55,4011.41,-50,-0.01,
10/31/2025 06:15,4009.66,4015.12,4009.06,4011.93,227,0.06,
10/31/2025 06:10,4008.68,4010.83,4007.16,4009.47,79,0.02,
10/31/2025 06:05,4009.29,4013.18,4007.37,4008.67,-62,-0.02,
10/31/2025 06:00,4005.3,4009.23,4002.4,4009.01,371,0.09,
10/31/2025 05:55,4007.56,4007.69,4003.4,4005.12,-244,-0.06,
10/31/2025 05:50,4007.7,4009.17,4005.75,4007.62,-8,0.00,
10/31/2025 05:45,4006.73,4011.01,4006.43,4007.63,90,0.02,
10/31/2025 05:40,4000.04,4006.77,3999.2,4006.77,673,0.17,
10/31/2025 05:35,4001.35,4002.34,3998.19,3999.98,-137,-0.03,
10/31/2025 05:30,4001.76,4005.67,4000.12,4001.24,-52,-0.01,
10/31/2025 05:25,3996.09,4003.08,3995.65,4001.76,567,0.14,
10/31/2025 05:20,3997.37,3997.37,3994.02,3996.26,-111,-0.03,
10/31/2025 05:15,3997.16,3997.82,3994.78,3997.37,21,0.01,
10/31/2025 05:10,3997.44,3999.31,3996.42,3997.24,-20,-0.01,
10/31/2025 05:05,4000.37,4001.67,3996.96,3997.24,-313,-0.08,
10/31/2025 05:00,4005.51,4006.19,4000.38,4000.38,-513,-0.13,
10/31/2025 04:55,4007.1,4008.15,4004.65,4005.78,-132,-0.03,
10/31/2025 04:50,4005,4010.36,4004.92,4006.52,152,0.04,
10/31/2025 04:45,4000.47,4006.61,4000.07,4005.15,468,0.12,
10/31/2025 04:40,4000.62,4000.79,3999.01,4000.33,-29,-0.01,
10/31/2025 04:35,4000.73,4001.29,3998.58,4000.66,-7,0.00,
10/31/2025 04:30,4000.82,4006.04,3999.77,4000.67,-15,0.00,
10/31/2025 04:25,3995.82,4000.91,3994.98,4000.91,509,0.13,
10/31/2025 04:20,3994.76,3996.16,3993,3995.89,113,0.03,
10/31/2025 04:15,3991.47,3995.96,3991.15,3994.74,327,0.08,
10/31/2025 04:10,3991.25,3992.4,3988.96,3991.65,40,0.01,
10/31/2025 04:05,3995.2,3996.1,3989.06,3991.25,-395,-0.10,
10/31/2025 04:00,3996.32,3997.28,3994.3,3995.31,-101,-0.03,
10/31/2025 03:55,3996.42,3997.81,3994.68,3996.25,-17,0.00,
10/31/2025 03:50,3996.98,3998.75,3996.08,3996.48,-50,-0.01,
10/31/2025 03:45,3998.06,3998.06,3993.68,3996.99,-107,-0.03,
10/31/2025 03:40,4002.81,4002.81,3997.71,3998.21,-460,-0.12,
10/31/2025 03:35,4001.62,4003.63,4001.19,4002.79,117,0.03,
10/31/2025 03:30,4000.65,4002.09,3998.17,4001.58,93,0.02,
10/31/2025 03:25,3998.71,4000.4,3995.79,4000.4,169,0.04,
10/31/2025 03:20,3997.47,4001.48,3996.79,3998.9,143,0.04,
10/31/2025 03:15,3994.39,3998.42,3992.93,3997.63,324,0.08,
10/31/2025 03:10,4007.14,4008.83,3991.29,3993.82,-1332,-0.33,
10/31/2025 03:05,4004.97,4007.62,4001.49,4007.08,211,0.05,
10/31/2025 03:00,4011.07,4013.93,4004.51,4004.51,-656,-0.16,
10/31/2025 02:55,4011.05,4011.65,4007.71,4011.19,14,0.00,
10/31/2025 02:50,4011.12,4017.2,4010.28,4010.95,-17,0.00,
10/31/2025 02:45,4002.94,4012.14,4002.94,4011.08,814,0.20,
10/31/2025 02:40,4009.67,4009.67,4001.25,4003.11,-656,-0.16,
10/31/2025 02:35,4010.05,4010.42,4003.69,4009.24,-81,-0.02,
10/31/2025 02:30,4013.4,4014.98,4007.68,4009.7,-370,-0.09,
10/31/2025 02:25,4014.55,4015.91,4012.27,4013.45,-110,-0.03,
10/31/2025 02:20,4016.8,4017.78,4014.47,4014.47,-233,-0.06,
