XAUUSD Historical Data
Date,Open,High,Low,Close,Change(Pips),Change(%)
10/31/2025 02:15,4009.51,4016.98,4008.87,4016.7,719,0.18,
10/31/2025 02:10,4012.15,4018.14,4009.04,4009.61,-254,-0.06,
10/31/2025 02:05,4014.31,4015.9,4011.05,4012.27,-204,-0.05,
10/31/2025 02:00,4018.42,4019.15,4013.29,4014.25,-417,-0.10,
10/31/2025 01:55,4016.35,4021.28,4016.25,4018.69,234,0.06,
10/31/2025 01:50,4024.52,4025.42,4013.3,4015.92,-860,-0.21,
10/31/2025 01:45,4024.11,4025.56,4022.21,4024.59,48,0.01,
10/31/2025 01:40,4028.5,4029.75,4023.32,4024.17,-433,-0.11,
10/31/2025 01:35,4029.62,4029.78,4026.2,4028.45,-117,-0.03,
10/31/2025 01:30,4030.79,4030.86,4027.57,4029.72,-107,-0.03,
10/31/2025 01:25,4033.3,4034.43,4028.04,4030.79,-251,-0.06,
10/31/2025 01:20,4033.18,4035.84,4032.85,4033.28,10,0.00,
10/31/2025 01:15,4032.73,4034.36,4029.86,4033.49,76,0.02,
10/31/2025 01:10,4033.89,4039.08,4032.8,4032.82,-107,-0.03,
10/31/2025 01:05,4026.2,4036.06,4024.45,4033.86,766,0.19,
10/31/2025 01:00,4025.14,4026.15,4019.88,4026.07,93,0.02,
10/31/2025 00:55,4026.7,4027.96,4023.98,4025.09,-161,-0.04,
10/31/2025 00:50,4029.89,4031.34,4026.64,4026.66,-323,-0.08,
10/31/2025 00:45,4027.59,4030.59,4025.68,4029.78,219,0.05,
10/31/2025 00:40,4026.39,4028.63,4026.01,4027.64,125,0.03,
10/31/2025 00:35,4030.06,4031.08,4026.33,4026.4,-366,-0.09,
10/31/2025 00:30,4027.45,4030.55,4026.8,4030.06,261,0.06,
10/31/2025 00:25,4032.47,4033.12,4026.34,4027.19,-528,-0.13,
10/31/2025 00:20,4032.17,4033.11,4030.05,4032.32,15,0.00,
10/31/2025 00:15,4031.61,4033.89,4030.31,4032.11,50,0.01,
10/31/2025 00:10,4031.45,4034.8,4029.87,4031.73,28,0.01,
10/31/2025 00:05,4032.06,4032.87,4029.3,4031.48,-58,-0.01,
10/31/2025 00:00,4036.61,4036.83,4031.21,4032.06,-455,-0.11,
10/30/2025 23:55,4040.41,4042.97,4036.63,4036.71,-370,-0.09,
10/30/2025 23:50,4040.24,4041.68,4036.93,4040.44,20,0.00,
10/30/2025 23:45,4031.93,4040.58,4031.93,4040.44,851,0.21,
10/30/2025 23:40,4033.45,4034.4,4031.69,4032.06,-139,-0.03,
10/30/2025 23:35,4033.72,4035.26,4031.36,4033.35,-37,-0.01,
10/30/2025 23:30,4028.31,4035.25,4026.65,4033.59,528,0.13,
10/30/2025 23:25,4030.69,4032.05,4028.22,4028.3,-239,-0.06,
10/30/2025 23:20,4025.89,4030.39,4025.64,4030.39,450,0.11,
10/30/2025 23:15,4027.43,4028.94,4023.17,4025.84,-159,-0.04,
10/30/2025 23:10,4033.28,4033.29,4019.28,4027.42,-586,-0.15,
10/30/2025 23:05,4031.57,4035.56,4030.38,4033.13,156,0.04,
10/30/2025 23:00,4037.71,4038.32,4030.23,4032.61,-510,-0.13,
10/30/2025 22:55,4038.97,4045.84,4036.57,4037.65,-132,-0.03,
10/30/2025 22:50,4027.88,4039.64,4027.87,4038.97,1109,0.27,
10/30/2025 22:45,4024.3,4026.29,4023.01,4026.25,195,0.05,
10/30/2025 22:40,4023.15,4024.9,4021.68,4024.42,127,0.03,
10/30/2025 22:35,4025.83,4027.18,4023.05,4023.19,-264,-0.07,
10/30/2025 22:30,4020.76,4027.21,4020.76,4025.69,493,0.12,
10/30/2025 22:25,4017.62,4022.09,4017.52,4020.59,297,0.07,
10/30/2025 22:20,4018.75,4019.94,4016.5,4017.71,-104,-0.03,
10/30/2025 22:15,4022.07,4022.07,4017.29,4018.91,-316,-0.08,
10/30/2025 22:10,4021.09,4023.08,4019.15,4022.16,107,0.03,
10/30/2025 22:05,4020.55,4021.61,4015.98,4021.08,53,0.01,
10/30/2025 22:00,4022.54,4023.87,4020.9,4020.9,-164,-0.04,
10/30/2025 20:55,4024.52,4026.79,4024.05,4024.05,-47,-0.01,
10/30/2025 20:50,4025.14,4026.95,4024.61,4024.61,-53,-0.01,
10/30/2025 20:45,4020.13,4025.44,4020,4025.44,531,0.13,
10/30/2025 20:40,4019.3,4020.21,4018.4,4020.21,91,0.02,
10/30/2025 20:35,4017.04,4019.45,4016.47,4019.38,234,0.06,
10/30/2025 20:30,4019.5,4019.7,4016.26,4017.13,-237,-0.06,
10/30/2025 20:25,4018.89,4020.57,4017.98,4019.09,20,0.00,
10/30/2025 20:20,4021.1,4022.25,4018.35,4018.44,-266,-0.07,
10/30/2025 20:15,4023.44,4023.85,4021.04,4021.31,-213,-0.05,
10/30/2025 20:10,4023.18,4025.89,4021.65,4023.5,32,0.01,
10/30/2025 20:05,4026.02,4026.98,4022.17,4023.03,-299,-0.07,
10/30/2025 20:00,4023.29,4027.14,4023.22,4026.03,274,0.07,
10/30/2025 19:55,4024.04,4025.79,4020.23,4023.45,-59,-0.01,
10/30/2025 19:50,4022.39,4025.72,4022.39,4024.05,166,0.04,
10/30/2025 19:45,4024.73,4025.54,4021.94,4022.38,-235,-0.06,
10/30/2025 19:40,4024.25,4025.41,4021.95,4024.73,48,0.01,
10/30/2025 19:35,4023.99,4024.34,4021.63,4024.01,2,0.00,
10/30/2025 19:30,4020.11,4025.88,4020.11,4024.3,419,0.10,
10/30/2025 19:25,4021.94,4022.04,4019.6,4020.12,-182,-0.05,
10/30/2025 19:20,4024.66,4024.74,4018.89,4021.84,-282,-0.07,
10/30/2025 19:15,4024.94,4025.98,4023.48,4024.68,-26,-0.01,
10/30/2025 19:10,4025.14,4025.77,4023.82,4024.88,-26,-0.01,
10/30/2025 19:05,4020.89,4025.25,4020.44,4025.1,421,0.10,
10/30/2025 19:00,4016.18,4021.67,4015.37,4021.31,513,0.13,
10/30/2025 18:55,4015.34,4017.65,4015.21,4016.19,85,0.02,
10/30/2025 18:50,4012.88,4016.16,4011.31,4015.4,252,0.06,
10/30/2025 18:45,4010.94,4013.09,4010.01,4012.74,180,0.04,
10/30/2025 18:40,4011.59,4013.73,4007.54,4010.95,-64,-0.02,
10/30/2025 18:35,4015.57,4017.43,4010.06,4011.66,-391,-0.10,
10/30/2025 18:30,4013.15,4016.4,4012.84,4015.22,207,0.05,
10/30/2025 18:25,4008.63,4013.22,4008.35,4012.89,426,0.11,
10/30/2025 18:20,4007.47,4009.32,4006.93,4008.59,112,0.03,
10/30/2025 18:15,4005.6,4007.68,4003.68,4007.29,169,0.04,
10/30/2025 18:10,4005.74,4007.7,4003.99,4005.66,-8,0.00,
10/30/2025 18:05,4001.22,4006.61,4000.07,4005.97,475,0.12,
10/30/2025 18:00,4004.71,4004.99,4000.92,4000.98,-373,-0.09,
10/30/2025 17:55,4010.93,4011.01,4003.59,4004.32,-661,-0.17,
10/30/2025 17:50,4012.43,4012.81,4009.01,4010.9,-153,-0.04,
10/30/2025 17:45,4010.45,4017.79,4010.45,4012.44,199,0.05,
10/30/2025 17:40,4005.54,4010.76,4005.54,4010.39,485,0.12,
10/30/2025 17:35,4004.9,4006.16,4002.55,4005.63,73,0.02,
10/30/2025 17:30,4002.47,4007.18,4002.01,4004.88,241,0.06,
10/30/2025 17:25,4001.19,4003.34,4000.66,4002.33,114,0.03,
10/30/2025 17:20,3999.66,4002.03,3998.98,4001.46,180,0.04,
